pedido_id,data,ano,mes,estado,regiao,cidade,canal,categoria,marca,produto,preco_unitario,quantidade,desconto,receita,custo,lucro,margem_pct,ano_mes,trimestre
P2412-03697,2024-12-09,2024,12,RS,Sul,Caxias do Sul,E-commerce,Casa Inteligente,HomeX,HomeX Sensor Pack,722.91,1,0.087,660.21,318.82,341.38,51.71,2024-12,2024Q4
P2405-03698,2024-05-20,2024,5,RJ,Sudeste,Rio de Janeiro,E-commerce,TVs & Áudio,Lumina,Lumina Vision 65,2629.04,1,0.07,2444.05,1547.74,896.3,36.67,2024-05,2024Q2
P2411-03699,2024-11-22,2024,11,MG,Sudeste,Juiz de Fora,E-commerce,TVs & Áudio,Vertex,Vertex OLED 65,3269.14,2,0.094,5925.79,2935.37,2990.42,50.46,2024-11,2024Q4
P2308-03700,2023-08-01,2023,8,RJ,Sudeste,Volta Redonda,E-commerce,Gaming & Consoles,Arcade,Arcade One,3337.61,1,0.099,3005.84,2064.72,941.12,31.31,2023-08,2023Q3
P2404-03701,2024-04-07,2024,4,SP,Sudeste,São José dos Campos,E-commerce,TVs & Áudio,Lumina,Lumina Vision 50,2605.17,1,0.056,2458.31,1397.72,1060.59,43.14,2024-04,2024Q2
P2405-03702,2024-05-28,2024,5,SP,Sudeste,Campinas,Loja Física,TVs & Áudio,Vertex,Vertex OLED 65,2834.25,1,0.03,2748.88,1572.58,1176.31,42.79,2024-05,2024Q2
P2309-03703,2023-09-08,2023,9,MG,Sudeste,Juiz de Fora,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3078.31,1,0.127,2687.27,1679.15,1008.12,37.51,2023-09,2023Q3
P2409-03704,2024-09-28,2024,9,RJ,Sudeste,Rio de Janeiro,Loja Física,Casa Inteligente,Nexa,Nexa Lamp,396.65,1,0.097,357.99,180.51,177.48,49.58,2024-09,2024Q3
P2412-03705,2024-12-01,2024,12,PR,Sul,Maringá,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,865.97,4,0.082,3179.9,1679.88,1500.02,47.17,2024-12,2024Q4
P2410-03706,2024-10-23,2024,10,BA,Nordeste,Feira de Santana,E-commerce,Smartphones,Orion,Orion Horizon,2520.35,1,0.127,2201.34,1303.83,897.51,40.77,2024-10,2024Q4
P2407-03707,2024-07-12,2024,7,RJ,Sudeste,Rio de Janeiro,E-commerce,Smartphones,Nova Mobile,Nova Max,1978.98,1,0.018,1943.41,1201.56,741.86,38.17,2024-07,2024Q3
P2308-03708,2023-08-10,2023,8,PR,Sul,Curitiba,Marketplace,Notebooks,Nimbus,Nimbus Go,3711.08,2,0.091,6743.54,3757.87,2985.67,44.27,2023-08,2023Q3
P2308-03709,2023-08-13,2023,8,SP,Sudeste,Santos,Marketplace,Notebooks,Nimbus,Nimbus Air,4022.6,1,0.095,3642.39,2190.45,1451.94,39.86,2023-08,2023Q3
P2412-03710,2024-12-10,2024,12,RS,Sul,Pelotas,E-commerce,TVs & Áudio,Vertex,Vertex OLED 65,3594.44,2,0.055,6790.56,4143.1,2647.46,38.99,2024-12,2024Q4
P2301-03711,2023-01-10,2023,1,SC,Sul,Florianópolis,Loja Física,Notebooks,Helix,Helix Pro 16,3856.26,1,0.086,3524.0,2314.2,1209.8,34.33,2023-01,2023Q1
P2406-03712,2024-06-25,2024,6,RJ,Sudeste,Niterói,E-commerce,Casa Inteligente,Nexa,Nexa Lamp,497.17,1,0.064,465.36,237.34,228.02,49.0,2024-06,2024Q2
P2406-03713,2024-06-17,2024,6,RJ,Sudeste,Rio de Janeiro,Parceiros B2B,TVs & Áudio,Lumina,Lumina Vision 65,2979.84,1,0.014,2937.24,1593.36,1343.88,45.75,2024-06,2024Q2
P2404-03714,2024-04-15,2024,4,MG,Sudeste,Juiz de Fora,Marketplace,TVs & Áudio,Lumina,Lumina Vision 50,2292.36,1,0.16,1925.07,1137.37,787.71,40.92,2024-04,2024Q2
P2412-03715,2024-12-26,2024,12,SP,Sudeste,Campinas,E-commerce,Smartphones,Orion,Orion Pulse,3126.5,1,0.071,2904.39,1621.84,1282.55,44.16,2024-12,2024Q4
P2309-03716,2023-09-04,2023,9,BA,Nordeste,Salvador,Marketplace,Casa Inteligente,HomeX,HomeX Cam,582.75,1,0.083,534.52,276.55,257.97,48.26,2023-09,2023Q3
P2309-03717,2023-09-23,2023,9,MG,Sudeste,Belo Horizonte,Marketplace,TVs & Áudio,Lumina,Lumina Vision 65,2549.73,1,0.128,2223.12,1352.98,870.14,39.14,2023-09,2023Q3
P2303-03718,2023-03-12,2023,3,MG,Sudeste,Uberlândia,Marketplace,Smartphones,Apex,Apex Neo,2645.5,1,0.124,2316.47,1207.79,1108.68,47.86,2023-03,2023Q1
P2311-03719,2023-11-29,2023,11,SP,Sudeste,São José dos Campos,Loja Física,Notebooks,Helix,Helix Pro 14,4687.89,5,0.12,20622.84,9660.2,10962.64,53.16,2023-11,2023Q4
P2307-03720,2023-07-28,2023,7,RS,Sul,Pelotas,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3708.43,2,0.071,6893.95,3926.43,2967.52,43.05,2023-07,2023Q3
P2309-03721,2023-09-25,2023,9,SP,Sudeste,São Paulo,Loja Física,Casa Inteligente,HomeX,HomeX Hub,590.66,1,0.058,556.66,316.83,239.83,43.08,2023-09,2023Q3
P2409-03722,2024-09-19,2024,9,RJ,Sudeste,Niterói,Loja Física,TVs & Áudio,Vertex,Vertex OLED 65,2639.3,5,0.033,12762.78,6583.87,6178.9,48.41,2024-09,2024Q3
P2411-03723,2024-11-24,2024,11,MG,Sudeste,Belo Horizonte,Loja Física,Acessórios,Photon,Photon Keyboard,258.69,1,0.02,253.44,105.96,147.48,58.19,2024-11,2024Q4
P2306-03724,2023-06-03,2023,6,PR,Sul,Curitiba,E-commerce,Smartphones,Apex,Apex S10,3057.03,1,0.042,2929.39,1721.28,1208.11,41.24,2023-06,2023Q2
P2310-03725,2023-10-15,2023,10,BA,Nordeste,Vitória da Conquista,E-commerce,Casa Inteligente,Nexa,Nexa Plug,350.68,4,0.02,1374.75,719.22,655.53,47.68,2023-10,2023Q4
P2411-03726,2024-11-19,2024,11,BA,Nordeste,Vitória da Conquista,E-commerce,Notebooks,Helix,Helix Flex,4548.0,2,0.094,8245.36,4890.75,3354.61,40.68,2024-11,2024Q4
P2302-03727,2023-02-26,2023,2,PR,Sul,Curitiba,Loja Física,Gaming & Consoles,Arcade,Arcade One,3174.92,1,0.03,3079.25,1597.45,1481.8,48.12,2023-02,2023Q1
P2303-03728,2023-03-23,2023,3,PR,Sul,Curitiba,Marketplace,Acessórios,Pulse,Pulse Fit,332.06,1,0.076,306.84,140.12,166.72,54.33,2023-03,2023Q1
P2305-03729,2023-05-17,2023,5,PR,Sul,Curitiba,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,921.88,2,0.016,1814.61,1116.6,698.01,38.47,2023-05,2023Q2
P2403-03730,2024-03-25,2024,3,RS,Sul,Caxias do Sul,Marketplace,Acessórios,Photon,Photon Keyboard,265.31,2,0.056,500.87,225.91,274.96,54.9,2024-03,2024Q1
P2305-03731,2023-05-07,2023,5,SP,Sudeste,São José dos Campos,E-commerce,Notebooks,Nimbus,Nimbus Go,3836.33,1,0.076,3545.94,2037.65,1508.29,42.54,2023-05,2023Q2
P2412-03732,2024-12-13,2024,12,PR,Sul,Londrina,E-commerce,Casa Inteligente,Nexa,Nexa Plug,450.14,2,0.051,854.81,381.95,472.86,55.32,2024-12,2024Q4
P2312-03733,2023-12-01,2023,12,RS,Sul,Pelotas,Marketplace,Casa Inteligente,HomeX,HomeX Sensor Pack,707.37,2,0.111,1257.86,610.08,647.78,51.5,2023-12,2023Q4
P2401-03734,2024-01-02,2024,1,SP,Sudeste,São José dos Campos,Marketplace,TVs & Áudio,Lumina,Lumina Vision 50,2798.8,1,0.079,2576.62,1389.31,1187.32,46.08,2024-01,2024Q1
P2307-03735,2023-07-18,2023,7,SC,Sul,Joinville,Marketplace,Casa Inteligente,HomeX,HomeX Hub,617.21,1,0.14,530.82,276.86,253.96,47.84,2023-07,2023Q3
P2312-03736,2023-12-15,2023,12,PR,Sul,Londrina,E-commerce,Casa Inteligente,Nexa,Nexa Lamp,412.99,1,0.104,369.95,199.75,170.21,46.01,2023-12,2023Q4
P2405-03737,2024-05-16,2024,5,SP,Sudeste,Santos,E-commerce,Casa Inteligente,Nexa,Nexa Plug,303.97,1,0.075,281.05,138.58,142.47,50.69,2024-05,2024Q2
P2407-03738,2024-07-21,2024,7,BA,Nordeste,Salvador,Loja Física,TVs & Áudio,Vertex,Vertex OLED 65,3315.44,2,0.055,6264.54,3277.33,2987.21,47.68,2024-07,2024Q3
P2407-03739,2024-07-23,2024,7,PR,Sul,Curitiba,E-commerce,Casa Inteligente,HomeX,HomeX Hub,564.26,1,0.102,506.84,254.08,252.75,49.87,2024-07,2024Q3
P2403-03740,2024-03-11,2024,3,SC,Sul,Blumenau,Marketplace,TVs & Áudio,Vertex,Vertex OLED 65,3980.96,1,0.148,3392.9,2263.55,1129.35,33.29,2024-03,2024Q1
P2411-03741,2024-11-04,2024,11,SP,Sudeste,São Paulo,E-commerce,TVs & Áudio,Vertex,Vertex Beam,3463.18,1,0.03,3358.58,1990.15,1368.43,40.74,2024-11,2024Q4
P2409-03742,2024-09-07,2024,9,RJ,Sudeste,Volta Redonda,Parceiros B2B,Casa Inteligente,HomeX,HomeX Hub,718.26,2,0.003,1431.5,719.92,711.58,49.71,2024-09,2024Q3
P2407-03743,2024-07-25,2024,7,BA,Nordeste,Feira de Santana,Marketplace,Gaming & Consoles,Arcade,Arcade One,3702.4,1,0.106,3311.7,1876.4,1435.31,43.34,2024-07,2024Q3
P2302-03744,2023-02-20,2023,2,MG,Sudeste,Uberlândia,E-commerce,Notebooks,Helix,Helix Flex,3876.18,1,0.057,3655.88,2045.44,1610.44,44.05,2023-02,2023Q1
P2301-03745,2023-01-07,2023,1,GO,Centro-Oeste,Aparecida de Goiânia,Marketplace,TVs & Áudio,Vertex,Vertex OLED 55,3954.24,1,0.076,3652.24,2227.94,1424.3,39.0,2023-01,2023Q1
P2306-03746,2023-06-22,2023,6,BA,Nordeste,Feira de Santana,E-commerce,Casa Inteligente,HomeX,HomeX Sensor Pack,820.99,1,0.084,751.83,313.98,437.85,58.24,2023-06,2023Q2
P2405-03747,2024-05-17,2024,5,DF,Centro-Oeste,Brasília,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,894.01,1,0.068,832.87,459.21,373.65,44.86,2024-05,2024Q2
P2311-03748,2023-11-09,2023,11,RS,Sul,Pelotas,E-commerce,Gaming & Consoles,Arcade,Arcade One,2912.72,1,0.074,2697.5,1487.01,1210.49,44.87,2023-11,2023Q4
P2311-03749,2023-11-03,2023,11,SP,Sudeste,Campinas,Marketplace,Smartphones,Nova Mobile,Nova Air,2873.57,1,0.094,2603.66,1585.87,1017.79,39.09,2023-11,2023Q4
P2410-03750,2024-10-22,2024,10,BA,Nordeste,Feira de Santana,Parceiros B2B,Notebooks,Helix,Helix Flex,3525.46,2,0.037,6791.82,3959.11,2832.7,41.71,2024-10,2024Q4
P2410-03751,2024-10-30,2024,10,RJ,Sudeste,Rio de Janeiro,E-commerce,Acessórios,Pulse,Pulse Fit,314.68,4,0.053,1192.47,680.34,512.13,42.95,2024-10,2024Q4
P2411-03752,2024-11-07,2024,11,RS,Sul,Pelotas,E-commerce,Casa Inteligente,HomeX,HomeX Sensor Pack,594.69,1,0.092,539.94,274.84,265.1,49.1,2024-11,2024Q4
P2309-03753,2023-09-05,2023,9,SP,Sudeste,Campinas,E-commerce,Smartphones,Nova Mobile,Nova Max,2235.7,1,0.078,2060.68,1227.94,832.74,40.41,2023-09,2023Q3
P2406-03754,2024-06-06,2024,6,SC,Sul,Blumenau,E-commerce,Smartphones,Apex,Apex Neo,3308.31,1,0.073,3065.59,1805.72,1259.87,41.1,2024-06,2024Q2
P2308-03755,2023-08-05,2023,8,MG,Sudeste,Belo Horizonte,E-commerce,Acessórios,Pulse,Pulse ANC,358.43,1,0.059,337.38,168.27,169.11,50.12,2023-08,2023Q3
P2306-03756,2023-06-07,2023,6,SP,Sudeste,Campinas,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,964.74,1,0.101,867.44,503.78,363.66,41.92,2023-06,2023Q2
P2306-03757,2023-06-02,2023,6,SP,Sudeste,São Paulo,E-commerce,Casa Inteligente,HomeX,HomeX Sensor Pack,541.71,1,0.064,506.84,253.24,253.59,50.03,2023-06,2023Q2
P2309-03758,2023-09-24,2023,9,RS,Sul,Pelotas,Marketplace,Acessórios,Pulse,Pulse ANC,365.35,1,0.077,337.14,170.79,166.35,49.34,2023-09,2023Q3
P2311-03759,2023-11-21,2023,11,GO,Centro-Oeste,Anápolis,Marketplace,TVs & Áudio,Lumina,Lumina Soundbar,2846.73,2,0.133,4935.75,2825.77,2109.99,42.75,2023-11,2023Q4
P2409-03760,2024-09-16,2024,9,PE,Nordeste,Recife,Loja Física,TVs & Áudio,Vertex,Vertex Beam,3914.17,1,0.046,3735.28,1971.4,1763.88,47.22,2024-09,2024Q3
P2304-03761,2023-04-14,2023,4,RJ,Sudeste,Niterói,Loja Física,Smartphones,Nova Mobile,Nova Max,2111.2,1,0.022,2064.35,1281.82,782.53,37.91,2023-04,2023Q2
P2407-03762,2024-07-08,2024,7,SP,Sudeste,Campinas,Parceiros B2B,Casa Inteligente,HomeX,HomeX Sensor Pack,492.54,1,0.067,459.35,241.15,218.2,47.5,2024-07,2024Q3
P2401-03763,2024-01-30,2024,1,BA,Nordeste,Feira de Santana,Parceiros B2B,Acessórios,Volt,Volt Charger,155.93,2,0.0,311.85,149.78,162.07,51.97,2024-01,2024Q1
P2308-03764,2023-08-17,2023,8,SP,Sudeste,São José dos Campos,E-commerce,Casa Inteligente,Nexa,Nexa Thermo,405.53,1,0.114,359.12,209.81,149.32,41.58,2023-08,2023Q3
P2312-03765,2023-12-28,2023,12,MG,Sudeste,Juiz de Fora,E-commerce,TVs & Áudio,Vertex,Vertex OLED 55,3502.11,1,0.083,3210.45,1987.14,1223.31,38.1,2023-12,2023Q4
P2308-03766,2023-08-26,2023,8,SP,Sudeste,São José dos Campos,Loja Física,Notebooks,Helix,Helix Flex,3803.79,2,0.035,7343.07,4158.29,3184.78,43.37,2023-08,2023Q3
P2403-03767,2024-03-25,2024,3,SP,Sudeste,Campinas,Parceiros B2B,Casa Inteligente,Nexa,Nexa Plug,397.46,1,0.022,388.86,203.17,185.69,47.75,2024-03,2024Q1
P2311-03768,2023-11-23,2023,11,RJ,Sudeste,Niterói,Parceiros B2B,Gaming & Consoles,Blitz,Blitz Headset,903.91,1,0.013,892.27,496.13,396.14,44.4,2023-11,2023Q4
P2305-03769,2023-05-18,2023,5,SP,Sudeste,São Paulo,E-commerce,Smartphones,Nova Mobile,Nova One,2175.69,2,0.066,4065.81,2907.84,1157.97,28.48,2023-05,2023Q2
P2304-03770,2023-04-11,2023,4,SP,Sudeste,São José dos Campos,Parceiros B2B,Smartphones,Apex,Apex S10,3615.43,1,0.021,3538.42,2394.26,1144.15,32.34,2023-04,2023Q2
P2402-03771,2024-02-13,2024,2,MG,Sudeste,Juiz de Fora,E-commerce,Casa Inteligente,HomeX,HomeX Cam,557.05,2,0.054,1053.96,499.06,554.9,52.65,2024-02,2024Q1
P2411-03772,2024-11-03,2024,11,SP,Sudeste,Santos,E-commerce,Smartphones,Orion,Orion Pulse,2215.03,1,0.098,1998.53,1064.41,934.13,46.74,2024-11,2024Q4
P2309-03773,2023-09-26,2023,9,BA,Nordeste,Salvador,Parceiros B2B,Casa Inteligente,Nexa,Nexa Thermo,489.05,1,0.016,481.04,247.08,233.96,48.64,2023-09,2023Q3
P2407-03774,2024-07-07,2024,7,MG,Sudeste,Belo Horizonte,E-commerce,Gaming & Consoles,Arcade,Arcade One,2687.32,1,0.118,2370.72,1573.76,796.96,33.62,2024-07,2024Q3
P2405-03775,2024-05-13,2024,5,MG,Sudeste,Uberlândia,Loja Física,Notebooks,Nimbus,Nimbus Studio,3379.63,1,0.078,3115.51,1906.47,1209.04,38.81,2024-05,2024Q2
P2411-03776,2024-11-21,2024,11,SC,Sul,Blumenau,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3013.5,1,0.115,2666.44,1622.5,1043.94,39.15,2024-11,2024Q4
P2409-03777,2024-09-10,2024,9,SC,Sul,Joinville,Marketplace,Acessórios,Pulse,Pulse ANC,331.46,1,0.125,289.94,149.93,140.01,48.29,2024-09,2024Q3
P2403-03778,2024-03-01,2024,3,PE,Nordeste,Recife,E-commerce,Acessórios,Photon,Photon Mouse,280.68,1,0.076,259.42,132.79,126.63,48.81,2024-03,2024Q1
P2405-03779,2024-05-12,2024,5,SC,Sul,Joinville,Loja Física,Notebooks,Helix,Helix Pro 14,4241.15,2,0.002,8468.32,5790.87,2677.45,31.62,2024-05,2024Q2
P2411-03780,2024-11-01,2024,11,GO,Centro-Oeste,Anápolis,Marketplace,Casa Inteligente,HomeX,HomeX Sensor Pack,586.18,1,0.145,501.08,260.6,240.48,47.99,2024-11,2024Q4
P2311-03781,2023-11-02,2023,11,SP,Sudeste,Campinas,Marketplace,Gaming & Consoles,Blitz,Blitz Chair,960.57,2,0.082,1762.68,853.74,908.94,51.57,2023-11,2023Q4
P2309-03782,2023-09-14,2023,9,SC,Sul,Florianópolis,E-commerce,Notebooks,Nimbus,Nimbus Studio,3538.98,1,0.062,3321.11,2102.45,1218.66,36.69,2023-09,2023Q3
P2301-03783,2023-01-10,2023,1,BA,Nordeste,Vitória da Conquista,E-commerce,Gaming & Consoles,Arcade,Arcade One,2671.22,1,0.044,2553.54,1608.72,944.82,37.0,2023-01,2023Q1
P2409-03784,2024-09-13,2024,9,GO,Centro-Oeste,Aparecida de Goiânia,Parceiros B2B,Notebooks,Helix,Helix Flex,4575.37,1,0.067,4267.11,2671.37,1595.74,37.4,2024-09,2024Q3
P2408-03785,2024-08-26,2024,8,PE,Nordeste,Recife,Parceiros B2B,TVs & Áudio,Lumina,Lumina Vision 65,2235.87,2,0.021,4376.08,2784.89,1591.19,36.36,2024-08,2024Q3
P2304-03786,2023-04-02,2023,4,RJ,Sudeste,Volta Redonda,Loja Física,Smartphones,Apex,Apex S10,3601.7,1,0.058,3392.72,2186.06,1206.66,35.57,2023-04,2023Q2
P2403-03787,2024-03-10,2024,3,BA,Nordeste,Salvador,Loja Física,TVs & Áudio,Lumina,Lumina Soundbar,2617.29,1,0.005,2604.73,1461.02,1143.71,43.91,2024-03,2024Q1
P2312-03788,2023-12-11,2023,12,SC,Sul,Joinville,E-commerce,Acessórios,Pulse,Pulse Buds,330.24,1,0.097,298.19,162.86,135.33,45.38,2023-12,2023Q4
P2304-03789,2023-04-13,2023,4,SC,Sul,Blumenau,E-commerce,Smartphones,Orion,Orion Horizon,2834.12,3,0.072,7890.57,4111.39,3779.18,47.89,2023-04,2023Q2
P2412-03790,2024-12-20,2024,12,PR,Sul,Curitiba,Loja Física,Smartphones,Orion,Orion Pulse,3023.14,1,0.0,3023.14,1944.97,1078.18,35.66,2024-12,2024Q4
P2306-03791,2023-06-24,2023,6,RJ,Sudeste,Volta Redonda,Parceiros B2B,TVs & Áudio,Lumina,Lumina Vision 50,2542.95,1,0.041,2439.01,1489.17,949.84,38.94,2023-06,2023Q2
P2303-03792,2023-03-02,2023,3,MG,Sudeste,Belo Horizonte,Marketplace,Smartphones,Orion,Orion Pulse,3471.62,1,0.119,3059.2,1509.51,1549.68,50.66,2023-03,2023Q1
P2403-03793,2024-03-24,2024,3,SC,Sul,Blumenau,Marketplace,Acessórios,Pulse,Pulse Fit,333.81,1,0.098,301.09,146.47,154.62,51.35,2024-03,2024Q1
P2407-03794,2024-07-11,2024,7,SC,Sul,Blumenau,Marketplace,Gaming & Consoles,Blitz,Blitz Headset,824.91,1,0.037,794.59,437.37,357.22,44.96,2024-07,2024Q3
P2301-03795,2023-01-30,2023,1,MG,Sudeste,Uberlândia,E-commerce,Notebooks,Helix,Helix Pro 16,3845.04,3,0.097,10419.51,5745.76,4673.75,44.86,2023-01,2023Q1
P2405-03796,2024-05-13,2024,5,BA,Nordeste,Vitória da Conquista,E-commerce,Smartphones,Apex,Apex Neo,2212.07,1,0.097,1998.21,1128.1,870.11,43.54,2024-05,2024Q2
P2401-03797,2024-01-31,2024,1,RS,Sul,Pelotas,E-commerce,Smartphones,Nova Mobile,Nova Air,2533.35,1,0.026,2467.83,1508.36,959.47,38.88,2024-01,2024Q1
P2304-03798,2023-04-01,2023,4,SP,Sudeste,São Paulo,E-commerce,Acessórios,Photon,Photon Keyboard,270.31,1,0.115,239.26,132.01,107.25,44.83,2023-04,2023Q2
P2305-03799,2023-05-24,2023,5,RS,Sul,Pelotas,E-commerce,Acessórios,Pulse,Pulse Buds,398.28,1,0.118,351.28,179.88,171.41,48.79,2023-05,2023Q2
P2403-03800,2024-03-03,2024,3,RJ,Sudeste,Rio de Janeiro,Loja Física,TVs & Áudio,Lumina,Lumina Vision 50,2229.55,1,0.083,2044.17,1166.31,877.86,42.94,2024-03,2024Q1
P2308-03801,2023-08-24,2023,8,SP,Sudeste,Campinas,E-commerce,TVs & Áudio,Vertex,Vertex OLED 65,3979.26,1,0.043,3808.01,2245.74,1562.27,41.03,2023-08,2023Q3
P2411-03802,2024-11-25,2024,11,SP,Sudeste,São Paulo,E-commerce,Acessórios,Photon,Photon Mouse,251.23,1,0.029,243.86,131.49,112.36,46.08,2024-11,2024Q4
P2409-03803,2024-09-08,2024,9,RJ,Sudeste,Rio de Janeiro,Marketplace,Notebooks,Helix,Helix Pro 14,4657.93,1,0.124,4081.67,1975.8,2105.87,51.59,2024-09,2024Q3
P2412-03804,2024-12-22,2024,12,MG,Sudeste,Uberlândia,E-commerce,Casa Inteligente,HomeX,HomeX Hub,610.7,1,0.073,566.12,313.52,252.6,44.62,2024-12,2024Q4
P2307-03805,2023-07-27,2023,7,SP,Sudeste,São José dos Campos,Marketplace,TVs & Áudio,Lumina,Lumina Soundbar,2705.4,1,0.061,2541.6,1489.04,1052.57,41.41,2023-07,2023Q3
P2412-03806,2024-12-14,2024,12,SP,Sudeste,São Paulo,E-commerce,TVs & Áudio,Vertex,Vertex Beam,2925.45,1,0.073,2713.02,1558.2,1154.82,42.57,2024-12,2024Q4
P2311-03807,2023-11-21,2023,11,SC,Sul,Joinville,Marketplace,Smartphones,Orion,Orion Horizon,3252.21,2,0.113,5771.71,3501.2,2270.5,39.34,2023-11,2023Q4
P2309-03808,2023-09-28,2023,9,SP,Sudeste,Santos,E-commerce,Notebooks,Nimbus,Nimbus Go,3155.52,2,0.101,5675.67,3250.58,2425.09,42.73,2023-09,2023Q3
P2302-03809,2023-02-15,2023,2,SC,Sul,Florianópolis,Loja Física,Acessórios,Pulse,Pulse Fit,316.86,1,0.053,299.94,142.65,157.29,52.44,2023-02,2023Q1
P2302-03810,2023-02-18,2023,2,PR,Sul,Londrina,Parceiros B2B,Smartphones,Apex,Apex S10,2909.01,2,0.071,5402.99,3676.18,1726.81,31.96,2023-02,2023Q1
P2406-03811,2024-06-07,2024,6,SP,Sudeste,Santos,E-commerce,Smartphones,Nova Mobile,Nova One,2739.45,3,0.04,7887.12,4537.39,3349.73,42.47,2024-06,2024Q2
P2312-03812,2023-12-07,2023,12,RJ,Sudeste,Rio de Janeiro,Loja Física,TVs & Áudio,Lumina,Lumina Vision 65,2307.06,1,0.054,2182.41,959.31,1223.1,56.04,2023-12,2023Q4
P2307-03813,2023-07-03,2023,7,SP,Sudeste,Campinas,E-commerce,TVs & Áudio,Vertex,Vertex OLED 55,3345.64,1,0.122,2936.76,1748.03,1188.73,40.48,2023-07,2023Q3
P2404-03814,2024-04-09,2024,4,GO,Centro-Oeste,Aparecida de Goiânia,E-commerce,Smartphones,Nova Mobile,Nova Air,2378.53,1,0.108,2121.51,1173.92,947.59,44.67,2024-04,2024Q2
P2307-03815,2023-07-22,2023,7,SC,Sul,Florianópolis,Marketplace,Notebooks,Nimbus,Nimbus Studio,3693.13,1,0.093,3349.6,1863.1,1486.49,44.38,2023-07,2023Q3
P2403-03816,2024-03-10,2024,3,RJ,Sudeste,Volta Redonda,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3021.43,1,0.099,2721.15,1644.03,1077.13,39.58,2024-03,2024Q1
P2310-03817,2023-10-06,2023,10,RS,Sul,Caxias do Sul,E-commerce,TVs & Áudio,Lumina,Lumina Vision 65,2600.37,1,0.057,2452.26,1291.45,1160.81,47.34,2023-10,2023Q4
P2409-03818,2024-09-11,2024,9,SP,Sudeste,Campinas,Marketplace,Notebooks,Helix,Helix Flex,3885.16,1,0.072,3604.3,2040.88,1563.43,43.38,2024-09,2024Q3
P2409-03819,2024-09-09,2024,9,RJ,Sudeste,Volta Redonda,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,1070.35,1,0.065,1000.95,548.83,452.12,45.17,2024-09,2024Q3
P2312-03820,2023-12-19,2023,12,RJ,Sudeste,Volta Redonda,E-commerce,TVs & Áudio,Lumina,Lumina Vision 50,2074.8,1,0.1,1867.58,1281.95,585.63,31.36,2023-12,2023Q4
P2309-03821,2023-09-30,2023,9,RS,Sul,Caxias do Sul,E-commerce,Casa Inteligente,HomeX,HomeX Hub,447.16,1,0.043,427.96,245.11,182.86,42.73,2023-09,2023Q3
P2310-03822,2023-10-08,2023,10,PR,Sul,Maringá,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,650.48,2,0.122,1142.56,710.13,432.43,37.85,2023-10,2023Q4
P2408-03823,2024-08-30,2024,8,BA,Nordeste,Feira de Santana,Parceiros B2B,Notebooks,Nimbus,Nimbus Go,4576.18,1,0.065,4279.61,2462.28,1817.34,42.46,2024-08,2024Q3
P2309-03824,2023-09-15,2023,9,BA,Nordeste,Salvador,Parceiros B2B,Casa Inteligente,Nexa,Nexa Lamp,399.15,1,0.032,386.44,191.58,194.86,50.42,2023-09,2023Q3
P2306-03825,2023-06-20,2023,6,MG,Sudeste,Uberlândia,Parceiros B2B,Smartphones,Orion,Orion Horizon,3251.0,1,0.02,3185.67,1710.72,1474.95,46.3,2023-06,2023Q2
P2303-03826,2023-03-17,2023,3,MG,Sudeste,Juiz de Fora,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,2876.74,1,0.074,2663.96,1721.92,942.04,35.36,2023-03,2023Q1
P2312-03827,2023-12-13,2023,12,PR,Sul,Curitiba,E-commerce,Casa Inteligente,HomeX,HomeX Sensor Pack,672.82,1,0.078,620.5,235.79,384.71,62.0,2023-12,2023Q4
P2312-03828,2023-12-21,2023,12,MG,Sudeste,Uberlândia,Marketplace,Casa Inteligente,HomeX,HomeX Hub,620.71,1,0.118,547.38,299.64,247.74,45.26,2023-12,2023Q4
P2409-03829,2024-09-23,2024,9,RJ,Sudeste,Volta Redonda,E-commerce,Casa Inteligente,HomeX,HomeX Cam,657.22,1,0.121,577.97,304.95,273.02,47.24,2024-09,2024Q3
P2306-03830,2023-06-29,2023,6,DF,Centro-Oeste,Taguatinga,Marketplace,TVs & Áudio,Vertex,Vertex OLED 55,3717.5,1,0.147,3171.96,1682.61,1489.35,46.95,2023-06,2023Q2
P2310-03831,2023-10-20,2023,10,PR,Sul,Maringá,Marketplace,Notebooks,Nimbus,Nimbus Air,3275.97,1,0.126,2864.7,1648.03,1216.67,42.47,2023-10,2023Q4
P2409-03832,2024-09-01,2024,9,SP,Sudeste,Santos,E-commerce,Casa Inteligente,Nexa,Nexa Plug,452.05,1,0.103,405.43,231.37,174.06,42.93,2024-09,2024Q3
P2409-03833,2024-09-11,2024,9,MG,Sudeste,Belo Horizonte,E-commerce,Smartphones,Nova Mobile,Nova One,2229.84,1,0.061,2094.93,1159.4,935.53,44.66,2024-09,2024Q3
